sequenceID,sd,mean,range_value,abs_skewness,kurtosis,length,sum_diff,variance
20052.3.F1,0.166876286,-0.007411085,5.975895,0.746196932,37.08732995,18380,3034.03907,0.027847695
20082.22.F1,0.557205287,0.108576682,5.072899677,0.343761115,0.605459693,24484,14275.16676,0.310477732
20090.2.F1,0.59078367,0.011475568,6.498874695,0.459739015,0.739343516,43628,27744.8277,0.349025344
20092.19.F1,0.649637804,-0.202260107,6.376436536,0.335766329,0.418325356,30299,20641.19169,0.422029276
20105.22.F1,0.579197354,-0.048308015,5.567681973,0.324617478,0.566313029,24484,15380.11111,0.335469575
20108.2.F1,0.566852189,-0.000557016,6.103564095,0.373625354,0.55250951,43628,26527.12464,0.321321404
20109.2.F1,0.582155677,0.027101941,5.36322274,0.401296607,0.520273568,43628,27424.21083,0.338905232
20118.2.F1,0.261209432,0.016630291,4.731546,4.277277784,28.26889726,22215,3241.299459,0.068230367
20119.2.F1,0.298331,-0.019231648,3.881689,3.048416609,15.94690289,22215,4517.300139,0.089001385
20121.14.F1,0.288022583,-0.009818504,2.933296,0.379311481,0.243678505,8181,1437.06514,0.082957008
20121.7.F1,0.179158017,0.182533034,2.856577,0.13745989,2.750857617,13934,2241.290605,0.032097595
20124.1.F1,0.276067076,-0.114463538,3.004221,0.99071501,0.99904079,19871,3236.097825,0.07621303
20124.16.F1,0.280317132,-0.151508451,3.027251,0.874330625,0.968483683,7024,1211.088065,0.078577695
20124.2.F1,0.255445756,0.073779481,2.832792,0.923795859,1.389658306,22215,3344.563685,0.065252534
20124.3.F1,0.289141762,0.148761457,2.643771,0.565071,-0.085535464,18380,2811.351213,0.083602959
20129.2.F1,0.334766859,0.002124379,5.99333,0.031318979,1.055016409,41831,15085.76836,0.11206885
20133.X.F1,0.271975206,-0.653762649,3.249,0.968113708,2.41847496,3775,911.3,0.073970513
20134.X.F1,0.39367375,-0.481918675,3.501,0.414803401,-0.292942463,3775,856.576,0.154979022
20135.14.F1,0.240141637,-0.046798186,2.616,0.139585132,2.099078956,2205,557.83,0.057668006
20136.17.F1,0.27470507,-0.049190746,3.098,1.852475705,6.519495448,1945,481.289,0.075462876
20138.1.F1,0.300777055,0.213222637,3.87,1.260226997,4.787752555,5619,1584.951,0.090466837
20139.12.F1,0.254843721,0.012919668,2.087,0.760402358,2.126255884,3249,861.016,0.064945322
20139.16.F1,0.29167871,-0.029710123,2.742,1.094238635,3.622089133,1956,549.09,0.08507647
20139.17.F1,0.537064959,-0.34887455,2.791,0.610225162,-0.392588993,1945,598.988,0.28843877
20139.3.F1,0.401712233,-0.237170029,5.525,0.169511819,0.560735875,4858,1256.435,0.161372718
20139.4.F1,0.245213128,0.055352803,4.843,0.154827065,12.335538,4674,1184.13,0.060129478
20139.5.F1,0.247325496,0.049021224,2.59,0.825535903,3.049266743,4429,1144.036,0.061169901
20140.14.F1,0.209812893,-0.0168839,2.451,0.195107669,3.264808474,2205,447.446,0.04402145
20140.15.F1,0.220281631,-0.044407953,2.514,0.480638159,2.422531729,2037,451.615,0.048523997
20141.12.F1,0.221861661,0.022799015,2.465,0.741957455,2.854566209,3249,761.401,0.049222597
20141.14.F1,0.24176176,0.035144218,4.404,1.226621571,14.63170768,2205,550.539,0.058448749
20141.5.F1,0.212220527,0.037310002,2.583,0.866847708,3.716071281,4429,1000.728,0.045037552
20142.18.F1,0.239386625,0.442709383,1.853,0.613934666,1.201072365,1865,390.574,0.057305956
20142.22.F1,0.239578245,0.028718391,3.02,0.381611181,7.442706049,870,198.268,0.057397735
20143.X.F1,0.333588989,-0.636635232,5.548,0.407132192,4.308263468,3775,1205.5,0.111281613
20144.14.F1,0.210816483,-0.225312472,2.597,0.103314359,2.840465689,2205,486.86,0.04444359
20144.9.F1,0.218379908,0.019526892,2.344,0.551625803,1.91051438,3012,666.276,0.047689784
20145.1.F1,0.168720991,0.020778786,2.46,0.637090712,4.072129668,5619,988.757,0.028466773
20145.1.F1,0.161168013,0.011637496,1.551,0.576289474,1.798462672,3291,571.808,0.025975128
20145.12.F1,0.162317203,0.008326562,2.192,0.520957661,3.096674682,3249,567.711,0.026346875
20145.14.F1,0.171514145,0.011632653,2.589,0.044079769,4.985965541,2205,390.355,0.029417102
20145.4.F1,0.167773861,0.038165169,3.281,0.036414255,8.97448544,4674,819.329,0.028148069
20145.8.F1,0.162741717,0.021510674,2.533,0.562748377,4.060541966,3560,612.201,0.026484866
20145.9.F1,0.579609617,-0.171669655,3.669,0.888563822,0.375039542,3012,644.799,0.335947308
20145.X.F1,0.23616109,-0.539011391,3.139,0.813985507,2.675001366,3775,803.847,0.055772061
20146.17.F1,0.505751535,0.180686889,2.495,1.020923324,-0.315686319,1945,389.372,0.255784615
20146.4.F1,0.155929466,0.030949508,2.302,0.647938002,4.747615778,4674,790.1,0.024313998
20148.1.F1,0.433492724,0.1717706,6.336,0.441680563,0.553831709,5619,1393.951,0.187915942
20151.14.F1,0.270278645,0.050061224,3.272,0.689638091,4.320826655,2205,589.337,0.073050546
20151.17.F1,0.468719143,0.311991774,3.527,0.788585045,0.629060601,1945,644.23,0.219697635
20154.4.F1,0.375903889,-0.06262024,6.833,2.526748915,12.94156289,4674,1194.992,0.141303734
20154.9.F1,0.357526887,0.002916999,3.537,2.140247114,8.677076562,3012,812.872,0.127825475
20157.11.F1,0.412786902,-0.305402948,3.094,1.040981887,1.409436859,3256,781.191,0.170393027
20158.1.F1,0.200765478,0.112616124,3.871,0.734496552,7.892502267,5619,1203.905,0.040306777
20158.9.F1,0.212974952,0.100105246,2.37,0.237436917,1.670262983,3012,667.096,0.04535833
20159.1.F1,0.275039276,0.046565047,4.443,3.686974781,32.16504515,5619,973.19,0.075646603
20159.14.F1,0.173092265,0.036223129,2.42,0.236001668,6.236862562,2205,366.422,0.029960932
20159.15.F1,0.292620875,0.060042219,3.367,3.302869896,19.63758811,2037,368.928,0.085626977
20159.3.F1,0.168298852,0.044821737,2.612,1.028248382,9.200944582,4858,793.553,0.028324504
20159.4.F1,0.195533122,0.043368207,3.923,1.437006437,28.41536503,4674,779.237,0.038233202
20159.9.F1,0.515967777,-0.149073041,2.88,0.268386274,-1.358786094,3012,598.216,0.266222747
20160.14.F1,0.272210246,0.014499773,2.849,0.43607536,2.558199473,2205,608.26,0.074098418
20160.17.F1,0.475153921,0.226690488,2.703,0.578106796,-0.044504505,1945,680.283,0.225771249
20160.4.F1,0.268933726,0.069089217,4.671,0.227809333,7.103348239,4674,1288.015,0.072325349
20160.5.F1,0.262323436,0.056531045,2.736,0.784895096,2.579742058,4429,1206.576,0.068813585
20161.1.F1,0.261930589,0.031031144,3.446,0.382462618,1.886690066,5619,1462.092,0.068607634
20161.12.F1,0.236316883,-0.017062789,1.817,0.513693225,1.069518148,3249,825.24,0.055845669
20161.22.F1,0.283605295,-0.062633333,2.875,0.047022197,3.207863879,870,256.115,0.080431963
20162.12.F1,0.264621892,0.014818098,2.899,0.552020772,1.6445822,3249,922.824,0.070024746
20162.17.F1,0.486345026,0.232774807,3.156,0.639106925,-0.247973317,1945,634.531,0.236531484
20162.7.F1,0.337306767,0.411857956,4.044,0.625419383,8.851340391,3865,1190.467,0.113775855
20163.1.F1,0.247408073,0.030381207,3.508,0.831417298,4.306684879,5619,1462.326,0.061210755
20163.7.F1,0.242230885,0.019091332,2.733,0.496914765,1.959857398,3865,1022.325,0.058675801
20163.9.F1,0.253692485,0.049681939,3.125,0.474340196,3.105988082,3012,808.807,0.064359877
20164.1.F1,0.255755491,0.009446165,3.725,1.087401782,4.973230874,5619,1472.833,0.065410871
20164.14.F1,0.258619808,0.015953288,3.086,0.551658578,3.484319254,2205,572.603,0.066884205
20164.4.F1,0.245727302,0.06455798,5.71,1.106057599,13.83886897,4674,1141.041,0.060381907
20165.15.F1,0.356721127,-0.097049092,3.11,0.61515777,0.393874005,2037,544.701,0.127249962
20165.22.F1,0.33025037,-0.104957471,2.659,0.525840602,0.56317701,870,237.129,0.109065307
20165.4.F1,0.210771479,0.15082285,2.577,0.344372052,1.774298786,4674,1068.071,0.044424616
20166.12.F1,0.206751381,0.014702062,2.508,0.361377578,1.602424587,3249,724.695,0.042746133
20166.17.F1,0.354774679,0.034015424,3.533,1.585979183,7.741968413,1945,524.752,0.125865073
20166.4.F1,0.219820292,0.026906076,3.692,0.855346901,4.320827452,4674,1047.354,0.048320961
20167.22.F1,0.257273831,0.017211494,3.292,0.084982757,8.448759074,870,210.394,0.066189824
20167.4.F1,0.201933995,0.02298973,2.897,0.139607255,1.633018704,4674,1066.185,0.040777338
20168.11.F1,0.189082601,0.048426904,2.191,0.407440893,3.067734848,3256,664.383,0.03575223
20168.16.F1,0.202737631,0.04347137,2.155,0.573756719,3.150270458,1956,413.182,0.041102547
20168.17.F1,0.528888129,0.182105913,2.983,0.755425439,-0.670834953,1945,470.097,0.279722653
20168.19.F1,0.221906804,0.014741516,4.432,0.475615211,17.74105476,1385,300.288,0.04924263
20168.4.F1,0.193935911,0.042090073,4.182,1.286509939,20.69733779,4674,962.629,0.037611137
20169.1.F1,0.198165913,-0.098047402,1.948,0.265753083,0.946708106,3291,721.396,0.039269729
20169.14.F1,0.251758208,0.228821769,2.308,0.115887059,0.539933218,2205,510.528,0.063382196
20169.9.F1,0.295835928,-0.050753652,2.781,1.003767008,1.96596695,3012,694.553,0.087518896
20170.17.F1,0.173204455,0.052266838,1.841,0.368916522,2.4930377,1945,357.025,0.029999783
20171.12.F1,0.204925472,0.056930132,2.893,0.344918133,2.479859024,3249,735.674,0.041994449
20171.16.F1,0.209255415,0.055663088,1.693,0.149941261,0.640229784,1956,448.223,0.043787829
20171.17.F1,0.215154606,0.046364524,2.012,0.2104327,0.961381134,1945,456.011,0.046291504
20172.2.F1,0.342104777,0.263638441,2.682,0.342310468,0.984996527,1488,360.742,0.117035678
20172.3.F1,0.438488396,0.275542198,6.537,0.703439964,2.547574939,4858,1121.756,0.192272073
20173.19.F1,0.189645545,0.020394946,2.365,0.339285399,4.916670703,1385,272.77,0.035965433
20177.2.F1,0.363488157,-0.027593088,6.83255,0.315671639,1.248431354,41831,16393.83068,0.13212364
20178.2.F1,0.29094649,-0.000585411,7.0514,0.127340883,3.148432004,41831,12867.85728,0.08464986
20183.2.F1,0.339704487,0.015527089,6.86849,0.125875672,1.370651848,41831,15179.32221,0.115399138
20184.22.F1,0.399911714,0.009561974,6.71352,0.175742089,1.160741696,23099,9934.922072,0.159929379
20186.22.F1,0.322835641,0.003427165,4.31317,0.117805246,1.035690097,23099,7910.541234,0.104222851
204.2.F1,0.146131877,-0.020919647,1.143348628,0.980862304,6.201185015,250,19.21356116,0.021354526
207.1.F1,0.376425806,-0.46247305,1.194401678,0.391966318,-1.55903883,142,18.59927781,0.141696387
207.12.F1,0.216888886,0.122269754,0.99034983,0.828772161,-0.690423133,200,15.04526023,0.047040789
207.15.F1,0.221628076,0.130246957,0.905003486,1.060838063,-0.21774005,84,9.013958455,0.049119004
207.17.F1,0.266622451,0.427089074,1.424335244,0.377148028,-0.002782959,173,15.9950041,0.071087531
207.18.F1,0.241337145,0.302815627,0.763274944,0.588573075,-1.326234591,77,8.693806962,0.058243618
207.4.F1,0.201563525,0.130702121,0.803308089,0.853373585,-0.772943878,169,12.51960702,0.040627855
207.5.F1,0.211186978,-0.070735585,1.243405599,2.379512184,5.425972558,200,14.96303448,0.04459994
217.17.F1,0.082617506,0.004300771,0.490986353,0.86821189,1.613641229,155,9.687806942,0.006825652
219.2.F1,0.080569593,0.025362603,0.738425812,0.435895827,2.845311677,289,19.48165429,0.006491459
219.5.F1,0.073975389,0.0580065,0.437608925,0.27555738,0.774818254,212,12.4822987,0.005472358
220.11.F1,0.235847458,-0.087388119,0.993232067,0.121610798,-1.393217977,159,16.53148099,0.055624024
220.17.F1,0.248107623,0.051315508,0.947464337,0.345758892,-1.40075163,175,13.47310913,0.061557392
220.19.F1,0.122993914,-0.087336166,0.571231785,0.243813164,-0.262116089,58,4.297831513,0.015127503
220.2.F1,0.118821226,0.073841926,0.752129195,0.017820919,-0.062629636,274,24.61411528,0.014118484
220.2.F1,0.147486777,-0.034195512,0.611882738,0.479113079,-0.900120666,94,8.243366664,0.021752349
220.7.F1,0.123023775,0.091865291,0.600140029,0.150109906,-0.481066256,138,12.34384349,0.015134849
226.1.F1,0.159152672,-0.138778571,0.928728179,0.461594194,-0.433052156,467,35.89142358,0.025329573
227.1.F1,0.113948235,0.055035633,0.534991664,0.901257023,-0.36242078,404,18.24698973,0.0129842
227.2.F1,0.068229436,0.020372845,0.363442906,0.646053133,0.201961633,226,11.71818107,0.004655256
227.4.F1,0.134814112,-0.076460225,0.568421445,0.902777533,-0.247778431,130,9.619755671,0.018174845
247.1.F1,0.161823037,0.10024051,0.969813279,1.054852626,0.348301338,502,33.36191176,0.026186695
247.11.F1,0.400271817,-0.045258344,1.27105454,0.271699962,-1.547460151,164,23.79017946,0.160217527
247.2.F1,0.176448909,0.252476016,0.661313387,0.831664572,-0.652850588,93,6.01851929,0.031134218
247.4.F1,0.212122077,-0.125218317,1.455837665,1.390250036,2.00681443,182,18.73247435,0.044995775
247.X.F1,0.163805851,-0.102129075,0.82745905,1.743062456,2.712580439,133,11.14570542,0.026832357
257.1.F1,0.231394638,-0.286420912,1.474633547,0.258504016,-0.716486747,507,52.72210502,0.053543478
257.1.F1,0.205968242,-0.082193392,0.900464326,1.371426686,0.936494385,162,16.20335085,0.042422917
257.17.F1,0.198046093,0.164229772,1.084796473,1.07499045,1.212616282,183,17.84479223,0.039222255
26.11.F1,0.167414686,-0.121952054,0.758333157,0.533756367,-0.538423543,146,14.79872982,0.028027677
26.17.F1,0.184912761,0.179270611,0.721337059,0.463851711,-1.036508427,155,11.0743763,0.034192729
26.4.F1,0.106346015,-0.027833552,0.612683258,1.174157553,2.431370011,151,9.928714327,0.011309475
26.8.F1,0.113178356,0.075070679,0.545033486,0.42864406,-0.488045462,120,7.871567004,0.01280934
268.3.F1,0.239265765,-0.245472822,0.866590486,0.254377997,-1.395093783,185,24.0126885,0.057248106
270.11.F1,0.583738919,-0.396589256,2.518728802,0.436539018,-0.56804831,93,35.62122783,0.340751126
273.17.F1,0.231480918,0.308717765,0.837017576,0.282493266,-1.558468627,178,15.20560927,0.053583416
273.6.F1,0.266578139,-0.115805655,1.058032121,1.824426692,1.974451942,172,14.72738393,0.071063904
275.1.F1,0.374825061,-0.46657338,1.612501524,0.426225744,-1.436694472,487,62.68547053,0.140493827
275.2.F1,0.200344791,0.077171125,1.271997967,2.443370369,6.753311616,270,28.37357123,0.040138035
294.1.F1,0.15329955,-0.121296882,0.761073647,0.285207899,-0.661138203,455,43.53299365,0.023500752
30001.3.F1,0.327688699,-0.059059825,5.5262425,0.186310841,5.600469571,2576,804.0592275,0.107379883
30001.8.F1,0.337131671,-0.09877134,3.3845833,0.411350062,3.106876934,1625,499.4433488,0.113657764
30011.11.F1,0.321829192,0.003287813,8.369,1.651908122,33.99169883,19332,5735.771,0.103574029
30011.13.F1,0.342471397,0.144203229,10.201,0.463753204,15.88019174,13502,3865.814,0.117286658
30011.15.F1,0.301924076,0.016843357,9.219,0.598332835,22.67491938,13368,3972.789,0.091158148
30011.2.F1,0.306070234,0.046889645,7.106,0.179712497,5.932569365,33211,9711.254,0.093678988
30011.22.F1,0.336126062,0.084341494,6.375,1.00702119,18.45896475,7066,2183.857,0.11298073
30011.7.F1,0.315114428,0.046215554,6.878,0.221129806,7.533111067,24161,7211.225,0.099297103
30011.8.F1,0.294022222,-0.034040227,7.609,0.552858576,6.599031805,19017,5648.284,0.086449067
30016.6.F1,0.615401306,-0.327327765,11.611,0.442234587,1.609341575,23944,7430.138,0.378718768
30020.4.F1,0.410655081,0.100693007,10.255,0.533612799,7.260870365,23538,9956.364,0.168637595
30022.12.F1,0.382308513,0.22086738,3.5447362,1.50379343,3.540053231,2143,423.7287957,0.146159799
30022.17.F1,0.417390399,-0.066697123,4.1567754,1.456999846,6.211897786,2096,562.1280947,0.174214745
30022.9.F1,0.379168368,0.608659216,4.066183,0.597717526,5.100402358,1611,361.5135103,0.143768651
30023.17.F1,0.353257477,-0.029493533,4.6533242,0.381895099,2.545602068,2096,739.124422,0.124790845
30023.9.F1,0.369308617,-0.02949259,6.6069664,2.862248938,32.14018547,1611,536.4539914,0.136388855
30024.17.F1,0.501399141,-0.179575363,4.4999212,0.07646525,0.841745395,2096,796.2632944,0.251401099
30024.4.F1,0.34528623,-0.005979388,4.6144585,0.396510317,3.934167786,1961,663.5819004,0.119222581
30024.6.F1,0.427368931,-0.112562239,3.6459259,0.13623479,0.720588244,2300,819.0451799,0.182644203
311.1.F1,0.249472305,-0.153454473,0.95198575,0.701948525,-1.07866771,474,38.46605922,0.062236431
311.11.F1,0.174783697,0.081391147,0.819820959,1.389553849,1.743627839,148,11.84628471,0.030549341
311.15.F1,0.317483616,-0.168570615,1.821949837,0.049025472,0.691888519,85,11.95332154,0.100795846
311.16.F1,0.28752394,-0.261157357,1.057092505,0.060397814,-1.488138763,89,10.88378109,0.082670016
311.2.F1,0.110221186,0.025989104,0.861505728,2.751384238,15.04101907,85,7.071323089,0.01214871
311.7.F1,0.480643243,-0.177670646,1.916226986,0.278968363,-1.480510303,134,22.95065835,0.231017927
314.1.F1,0.416327144,-0.245249441,1.778234919,0.589327569,-0.993354253,456,61.46181962,0.173328291
314.5.F1,0.230243458,-0.055313323,1.171280536,0.739542932,0.082764688,176,24.71215202,0.05301205
314.8.F1,0.365045633,-0.342895568,1.809105412,1.125401939,1.35568454,119,18.4018032,0.133258314
316.1.F1,0.076563066,0.000202566,1.029649524,3.734752254,33.10225106,476,26.81175416,0.005861903
316.1.F1,0.169935714,0.043405635,1.090010166,1.448068443,3.119499484,126,9.083034888,0.028878147
316.12.F1,0.181225335,0.103054926,0.682073836,1.157314583,-0.079805606,185,14.64680203,0.032842622
316.15.F1,0.219432439,0.15033936,0.734499975,0.72804894,-1.090349063,79,6.621931877,0.048150595
316.2.F1,0.159713815,0.060151172,0.785704249,1.644371841,2.267672356,87,7.251715974,0.025508503
316.7.F1,0.246109309,0.258631183,1.012613807,0.173436794,-1.008786893,125,12.24275767,0.060569792
329.11.F1,0.170796107,0.122131733,0.755716603,1.001807652,0.083521363,136,10.39121795,0.02917131
329.17.F1,0.317873913,0.293830608,1.93518859,1.334761757,2.53993926,154,17.22659044,0.101043825
329.18.F1,0.240535195,-0.330557253,0.810774443,0.299111578,-1.303181092,68,7.902358055,0.05785718
329.4.F1,0.167512983,-0.07511439,0.890316371,1.347319133,1.96083991,130,12.10445954,0.028060599
329.6.F1,0.14026754,-0.034599503,0.828388622,1.924807022,4.672799802,128,12.30164961,0.019674983
